member_id,name,party,x_handle,note
S-0138,竹内 真二,公明,takeuchishinji3,Wikidata P2002候補 Q43425331。要公式確認
S-0139,竹詰 仁,民主,Takezume_H,Wikidata P2002候補 Q113566598。要公式確認
S-0140,竹谷 とし子,公明,t_takeya,Wikidata P2002候補 Q32968。要公式確認
S-0141,田島 麻衣子,立憲,maiko_tajima,Wikidata P2002候補 Q65557014。要公式確認
S-0142,田名部 匡代,立憲,masayo_office,Xプロフィール/検索結果から自動登録。要公式確認
S-0143,谷合 正明,公明,masaaki_taniai,Wikidata P2002候補 Q6782266。要公式確認
S-0144,田村 まみ,民主,mamitamuratw,Xプロフィール/検索結果から自動登録。要公式確認
S-0145,司 隆史,公明,tsukasa_takashi,Wikidata P2002候補 Q135689845。要公式確認
S-0146,辻元 清美,立憲,tsujimotokiyomi,Wikidata P2002候補 Q405533。要公式確認
S-0147,鶴保 庸介,自民,TsuruhoYosuke,Wikidata P2002候補 Q8062688。要公式確認
S-0148,出川 桃子,自民,degawamomoko,Wikidata P2002候補 Q135499635。要公式確認
S-0149,寺田 静,無所属,teratashizuka,Wikidata P2002候補 Q65556954。要公式確認
S-0150,天畠 大輔,れ新,skyfarm1229,Wikidata P2002候補 Q88924356。要公式確認
S-0151,堂込 麻紀子,民主,,未解決: 自動判定条件を満たさず。公式確認が必要
S-0152,徳永 エリ,立憲,eri_line,Wikidata P2002候補 Q11490337。要公式確認
S-0153,友納 理緒,自民,tomonoh_rio,Wikidata P2002候補 Q113565709。要公式確認
S-0154,永井 学,自民,nagaimanabu,Wikidata P2002候補 Q113565697。要公式確認
S-0155,ながえ 孝子,無所属,,未解決: 自動判定条件を満たさず。公式確認が必要
S-0156,中条 きよし,維新,nakajyo0304,Wikidata P2002候補 Q11366133。要公式確認
S-0157,中曽根 弘文,自民,nakasonehirofu3,Wikidata P2002候補 Q937682。要公式確認
S-0158,中田 優子,参政,3yuko_nakada3,Wikidata P2002候補 Q135560583。要公式確認
S-0159,中西 祐介,自民,nakanishiyusuke,Wikidata P2002候補 Q11367073。要公式確認
S-0160,長浜 博行,立憲,nagahama1020,公式サイトSNS告知とXプロフィールで確認
S-0161,新実 彰平,維新,niimishohei,Wikidata P2002候補 Q11501718。要公式確認
S-0162,西田 昌司,自民,j_shoujinishida,Wikidata P2002候補 Q7500159。要公式確認
S-0163,西田 英範,自民,nishita83h,Wikidata P2002候補 Q135689836。要公式確認
S-0164,西田 実仁,公明,m_nishida,Wikidata P2002候補 Q6739963。要公式確認
S-0165,仁比 聡平,共産,nihi_souhei,Wikidata P2002候補 Q7554691。要公式確認
S-0166,庭田 幸恵,民主,1229yukie,Wikidata P2002候補 Q11539664。要公式確認
S-0167,野上 浩太郎,自民,kotaronogami,Wikidata P2002候補 Q11644968。要公式確認
S-0168,野村 哲郎,自民,nomura_koho,Wikidata P2002候補 Q7706917。要公式確認
S-0169,芳賀 道也,民主,hagamichiya,Wikidata P2002候補 Q11615846。要公式確認
S-0170,初鹿野 裕樹,参政,hajikano_hiroki,Wikidata P2002候補 Q135458411。要公式確認
S-0171,橋本 聖子,自民,hashimoto_seiko,Wikidata P2002候補 Q263703。要公式確認
S-0172,長谷川 岳,自民,gaku_hasegawa,Wikidata P2002候補 Q5517693。要公式確認
S-0173,長谷川 英晴,自民,HasegawaSangiin,Wikidata P2002候補 Q113566581。要公式確認
S-0174,羽田 次郎,立憲,,未解決: 自動判定条件を満たさず。公式確認が必要
S-0175,馬場 成志,自民,,未解決: 自動判定条件を満たさず。公式確認が必要
S-0176,浜口 誠,民主,HamaMako0518,Xプロフィール/検索結果から自動登録。要公式確認
S-0177,浜野 喜史,民主,hamanoyoshifumi,Wikidata P2002候補 Q17220553。要公式確認
S-0178,原田 大二郎,公明,HoL8vx,Wikidata P2002候補 Q135690081。要公式確認
S-0179,原田 秀一,民主,HaradaHidekazu_,Wikidata P2002候補 Q135689813。要公式確認
S-0180,東野 秀樹,自民,,未解決: 自動判定条件を満たさず。公式確認が必要
S-0181,百田 尚樹,保守,,未解決: 自動判定条件を満たさず。公式確認が必要
S-0182,平木 大作,公明,Hiraki_Daisaku,Wikidata P2002候補 Q17226328。要公式確認
S-0183,平戸 航太,民主,KoutaHirado,Wikidata P2002候補 Q135689814。要公式確認
S-0184,平山 佐知子,無所属,hirayamasachiko,Wikidata P2002候補 Q11482488。要公式確認
S-0185,広田 一,立憲,hirota11,Wikidata P2002候補 Q5639964。要公式確認
S-0186,福岡 資麿,自民,fukuokatakamaro,Wikidata P2002候補 Q7677127。要公式確認
S-0187,福士 珠美,立憲,fukushi_masumi,Wikidata P2002候補 Q134507802。要公式確認
S-0188,福島 みずほ,立憲,mizuhofukushima,Xプロフィール/検索結果から自動登録。要公式確認
S-0189,福山 哲郎,無所属,fuku_tetsu,Wikidata P2002候補 Q507405。要公式確認
S-0190,福山 守,自民,,未解決: 自動判定条件を満たさず。公式確認が必要
S-0191,藤井 一博,自民,,未解決: 自動判定条件を満たさず。公式確認が必要
S-0192,藤川 政人,自民,fujikawasangiin,Wikidata P2002候補 Q11624019。要公式確認
S-0193,藤木 眞也,自民,,未解決: 自動判定条件を満たさず。公式確認が必要
S-0194,船橋 利実,自民,t_funahashi,Wikidata P2002候補 Q11614128。要公式確認
S-0195,舟山 康江,民主,yasue_funayama0,Wikidata P2002候補 Q8049955。要公式確認
S-0196,古川 俊治,自民,,未解決: 自動判定条件を満たさず。公式確認が必要
S-0197,星 北斗,自民,hoshihokuto_web,Wikidata P2002候補 Q113004581。要公式確認
S-0198,堀井 巌,自民,iwaonarajp,Wikidata P2002候補 Q17219667。要公式確認
S-0199,本田 顕子,自民,89314honda,Wikidata P2002候補 Q66365089。要公式確認
S-0200,舞立 昇治,自民,,未解決: 自動判定条件を満たさず。公式確認が必要
S-0201,牧野 たかお,自民,makinotakao,Xプロフィール/検索結果から自動登録。要公式確認
S-0202,牧山 ひろえ,立憲,,未解決: 自動判定条件を満たさず。公式確認が必要
S-0203,松川 るい,自民,Matsukawa_Rui,Wikidata P2002候補 Q26044243。要公式確認
S-0204,松沢 成文,維新,matsuzawaoffice,Wikidata P2002候補 Q1725744。要公式確認
S-0205,松下 新平,自民,shinpeim,Wikidata P2002候補 Q7497735。要公式確認
S-0206,松田 学,参政,matsudamanabu,Wikidata P2002候補 Q11532042。要公式確認
S-0207,松野 明美,維新,akemi1212333,Xプロフィール/検索結果から自動登録。要公式確認
S-0208,松村 祥史,自民,matumurayosi,Xプロフィール/検索結果から自動登録。要公式確認
S-0209,松山 政司,自民,,未解決: 自動判定条件を満たさず。公式確認が必要
S-0210,三浦 信祐,公明,miura_nobuhiro,Wikidata P2002候補 Q26045561。要公式確認
S-0211,三上 えり,立憲,erimikami0611,Xプロフィール/検索結果から自動登録。要公式確認
S-0212,水岡 俊一,立憲,s_mizuoka,Xプロフィール/検索結果から自動登録。要公式確認
S-0213,水野 孝一,民主,mizuno_koichi,Wikidata P2002候補 Q105704284。要公式確認
S-0214,三原 じゅん子,自民,miharajunco,Wikidata P2002候補 Q3545132。要公式確認
S-0215,宮崎 勝,公明,miyazaki318masa,Wikidata P2002候補 Q28682170。要公式確認
S-0216,宮沢 洋一,自民,miyazawa_yoichi,Xプロフィール/検索結果から自動登録。要公式確認
S-0217,宮出 千慧,参政,chisato_miyade,Wikidata P2002候補 Q135438346。要公式確認
S-0218,宮本 和宏,自民,miya_kazuhiro,Wikidata P2002候補 Q21702379。要公式確認
S-0219,宮本 周司,自民,,未解決: 自動判定条件を満たさず。公式確認が必要
S-0220,村田 享子,立憲,murata_kyonkyon,Wikidata P2002候補 Q113012539。要公式確認
S-0221,望月 良男,無所属,mochizuki440,Wikidata P2002候補 Q28687837。要公式確認
S-0222,森 まさこ,自民,morimasakosangi,Xプロフィール/検索結果から自動登録。要公式確認
S-0223,森 ゆうこ,立憲,moriyukogarden,Xプロフィール/検索結果から自動登録。要公式確認
S-0224,森本 真治,立憲,,未解決: 自動判定条件を満たさず。公式確認が必要
S-0225,山内 佳菜子,立憲,yamakana2021,Wikidata P2002候補 Q135689795。要公式確認
S-0226,山崎 正昭,自民,masaakiyamazaki,Wikidata P2002候補 Q2225687。要公式確認
S-0227,山下 雄平,自民,Yuhey4YOU,Wikidata P2002候補 Q17223414。要公式確認
S-0228,山添 拓,共産,pioneertaku84,Wikidata P2002候補 Q26044103。要公式確認
S-0229,山田 太郎,自民,yamadataro43,Xプロフィール/検索結果から自動登録。要公式確認
S-0230,山田 宏,自民,yamazogaikuzo,Wikidata P2002候補 Q1620290。要公式確認
S-0231,山田 吉彦,民主,,未解決: 自動判定条件を満たさず。公式確認が必要
S-0232,山谷 えり子,自民,yamatanieriko,Wikidata P2002候補 Q534539。要公式確認
S-0233,山中 泉,参政,SenYamanaka,Wikidata P2002候補 Q116936314。要公式確認
S-0234,山本 啓介,自民,yamamoto_ngs,Wikidata P2002候補 Q113566553。要公式確認
S-0235,山本 佐知子,自民,sachikoy1024,Wikidata P2002候補 Q65617529。要公式確認
S-0236,山本 順三,自民,junzo_yamamoto,Wikidata P2002候補 Q6314438。要公式確認
S-0237,山本 太郎,れ新,,未解決: 自動判定条件を満たさず。公式確認が必要
S-0238,横沢 高徳,立憲,teamyokosawa,Xプロフィール/検索結果から自動登録。要公式確認
S-0239,横山 信一,公明,gagomeyokoyama,Wikidata P2002候補 Q11542504。要公式確認
S-0240,吉井 章,自民,,未解決: 自動判定条件を満たさず。公式確認が必要
S-0241,吉川 沙織,立憲,yoshikawasaori,Wikidata P2002候補 Q7420872。要公式確認
S-0242,吉田 忠智,立憲,tadatomoyoshida,Wikidata P2002候補 Q11413794。要公式確認
S-0243,ラサール石井,立憲,l_ishii_office,Xプロフィール/検索結果から自動登録。要公式確認
S-0244,蓮舫,立憲,renho_office,Wikidata P2002候補 Q465290。要公式確認
S-0245,若井 敦子,自民,atsukowakai0912,Wikidata P2002候補 Q2869852。要公式確認
S-0246,若林 洋平,自民,w_youhei,Wikidata P2002候補 Q17230793。要公式確認
S-0247,脇 雅昭,自民,masaakiwaki9981,Wikidata P2002候補 Q135499027。要公式確認
S-0248,渡辺 猛之,自民,w_takeyuki,Wikidata P2002候補 Q11562408。要公式確認
